link,image,author,title,annotation
https://www.biblio-globus.ru/product/10892718,https://static1.bgshop.ru/imagehandler.ashx?filename=10892718.jpg&width=550,Булгаков М.,Мастер и Маргарита,"Михаил Афанасьевич Булгаков начал работу над «Мастером и Маргаритой» в 1928 г. и продолжал трудиться над этим произведением до конца жизни. После кончины писателя в марте 1940 г. осталась объемная рукопись романа с многочисленными авторскими правками. В завещании Булгаков назначил своей правопреемницей супругу Елену Сергеевну Булгакову. Через 23 года ее стараниями рукопись романа приняла вполне законченный вид. Несколькими годами позже роман был напечатан в журнале «Москва» в № 11 за 1966 г. и в № 1 за 1967 г. со значительными сокращениями и искажениями цензурного характера. Было сделано 159 купюр, которые составили примерно 12% всего текста романа. Из рукописи было исключено 1600 предложений, а 67 искажены так, что их уже нельзя было в полной мере считать булгаковскими. В результате в романе появились многочисленные смысловые и текстовые несостыковки. Текст романа, опубликованный в 1973 г. издательством «Художественная литература» также во многих местах отличался от рукописи, подготовленной Е. С. Булгаковой. В предисловии не упоминалось полное бесцензурное издание «Мастера и Маргариты» на русском языке, выполненное в 1969 г. издательством «Посев» во Франкфурте-на-Майне, в котором места, изъятые советской цензурой, были набраны курсивом. Именно этот полный, бесцензурный текст романа теперь впервые публикуется в России. Более 60-ти работ выполнила специально для этого издания известная петербургская художница Ольга Венедиктовна Граблевская. Ольга окончила факультет книжной графики института им. И. Е. Репина. Издано более 150-ти книг в её оформлении. Л. Н. Толстой, О. Уайльд, О. Мандельштам, А. Аверченко, Тэффи, Ильф и Петров — подарочные книги этих и других авторов вышли в различных издательствах, имеют дипломы и награды. В 2013 году Ольга стала победителем Всероссийского конкурса «Лермонтов 2014», а в 2014 году Пятигорское издательство «СНЕГ» выпустило подарочный двухтомник поэта со 150-ю полноцветными иллюстрациями. Неоднократное обращение Граблевской к творчеству классиков отечественной юмористики не случайно. Иллюстрации к произведениям Чехова, Аверченко, романам «12 стульев» и «Золотой телёнок» Ильфа и Петрова подтверждают незаурядное чувство юмора художницы. В 2001 году она стала лауреатом Международного конкурса карикатуристов в Турции. Много лет Ольга сотрудничает с детским журналом «Костёр». Лёгкая, экспрессивная станковая и книжная графика Граблевской экспонируется на многих коллективных и персональных выставках в России и за рубежом. Михаил Афанасьевич Булгаков начал работу над «Мастером и Маргаритой» в 1928 г. и продолжал трудиться над этим произведением до конца жизни. После кончины писателя в марте 1940 г. осталась объемная рукопись романа с многочисленными авторскими правками. В завещании Булгаков назначил своей правопреемницей супругу Елену Сергеевну Булгакову. Через 23 года ее стараниями рукопись романа приняла вполне законченный вид. Несколькими годами позже роман был напечатан в журнале «Москва» в № 11 за 1966 г. и в № 1 за 1967 г. со значительными сокращениями и искажениями цензурного характера. Было сделано 159 купюр, которые составили примерно 12% всего текста романа. Из рукописи было исключено 1600 предложений, а 67 искажены так, что их уже нельзя было в полной мере считать булгаковскими. В результате в романе появились многочисленные смысловые и текстовые несостыковки. Текст романа, опубликованный в 1973 г. издательством «Художественная литература» также во многих местах отличался от рукописи, подготовленной Е. С. Булгаковой. В предисловии не упоминалось полное бесцензурное издание «Мастера и Маргариты» на русском языке, выполненное в 1969 г. издательством «Посев» во Франкфурте-на-Майне, в котором места, изъятые советской цензурой, были набраны курсивом. Именно этот полный, бесцензурный текст романа теперь впервые публикуется в России. Более 60-ти работ выполнила специально для этого издания известная петербургская художница Ольга Венедиктовна Граблевская. Ольга окончила факультет книжной графики института им. И. Е. Репина. Издано более 150-ти книг в её оформлении. Л. Н. Толстой, О. Уайльд, О. Мандельштам, А. Аверченко, Тэффи, Ильф и Петров — подарочные книги этих и других авторов вышли в различных издательствах, имеют дипломы и награды. В 2013 году Ольга стала победителем Всероссийского конкурса «Лермонтов 2014», а в 2014 году Пятигорское издательство «СНЕГ» выпустило подарочный двухтомник поэта со 150-ю полноцветными иллюстрациями. Неоднократное обращение Граблевской к творчеству классиков отечественной юмористики не случайно. Иллюстрации к произведениям Чехова, Аверченко, романам «12 стульев» и «Золотой телёнок» Ильфа и Петрова подтверждают незаурядное чувство юмора художницы. В 2001 году она стала лауреатом Международного конкурса карикатуристов в Турции. Много лет Ольга сотрудничает с детским журналом «Костёр». Лёгкая, экспрессивная станковая и книжная графика Граблевской экспонируется на многих коллективных и персональных выставках в России и за рубежом. Характеристики Место издания: Санкт-Петербург Серия: Библиотека мировой литературы Высота, см.: 24 Ширина, см: 17 Толщина, см: 2,6 Вес в граммах: 1100 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/10893814,https://static1.bgshop.ru/imagehandler.ashx?filename=10893814.jpg&width=550,Сулье Ф.,Мемуары Дьявола,"Французский писатель и драматург Фредерик Сулье (1800–1847) при жизни снискал самое широкое признание публики. Его пьесы шли на прославленных сценах, а книги многократно издавались и переводились на другие языки, однако наибольшая известность выпала на долю его романа «Мемуары Дьявола». Барон Франсуа Арман де Луицци обладает, как и все представители его рода, особой привилегией — вступать в прямой контакт с Дьяволом и даже приказывать ему (не бесплатно, конечно; с нечистой силой иначе не бывает). Запрос молодого барона кажется безобидным: он пожелал услышать истории людей из своего окружения такими, какими они известны лишь всеведущему демону-искусителю, выведать все о трагических ошибках, о соблазнах, которым не нашлось сил противостоять, о всепожирающей силе ненависти — о том, чем обычно люди ни с кем не делятся. Под аккомпанемент «дьявольских откровений» развивается и жизнь самого де Луицци, полная благих намерений и тяжелых промахов, и цена, которую взымает Дьявол, становится все выше… Французский писатель и драматург Фредерик Сулье (1800–1847) при жизни снискал самое широкое признание публики. Его пьесы шли на прославленных сценах, а книги многократно издавались и переводились на другие языки, однако наибольшая известность выпала на долю его романа «Мемуары Дьявола». Барон Франсуа Арман де Луицци обладает, как и все представители его рода, особой привилегией — вступать в прямой контакт с Дьяволом и даже приказывать ему (не бесплатно, конечно; с нечистой силой иначе не бывает). Запрос молодого барона кажется безобидным: он пожелал услышать истории людей из своего окружения такими, какими они известны лишь всеведущему демону-искусителю, выведать все о трагических ошибках, о соблазнах, которым не нашлось сил противостоять, о всепожирающей силе ненависти — о том, чем обычно люди ни с кем не делятся. Под аккомпанемент «дьявольских откровений» развивается и жизнь самого де Луицци, полная благих намерений и тяжелых промахов, и цена, которую взымает Дьявол, становится все выше… Характеристики Дополнительные сведения: Пер. Трынкина Место издания: Москва Серия: Иностранная литература. Большие книги Высота, см.: 22 Ширина, см: 15 Толщина, см: 5 Вес в граммах: 1080 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/10904736,https://static1.bgshop.ru/imagehandler.ashx?filename=10904736.jpg&width=550,Лесков Н.С.,Однодум и другие рассказы,"В сборнике Н.С. Лескова ""Однодум и другие рассказы"" собраны произведения, относящиеся к 80-м годам ХIХ столетия. В них автор показал легендарных подвижников, являющихся примерами самоотверженности, высокой честности и верности своим обетам, как обращение к современности. В рассказах, которые выходили из-под пера писателя, Лесков использовал богатейшую кладовую народной мудрости - прибаутки, пословицы, короткие сказки и переносил читателя в ту среду, которую изображал... Книга рассчитана на любителей русской литературы. В сборнике Н.С. Лескова ""Однодум и другие рассказы"" собраны произведения, относящиеся к 80-м годам ХIХ столетия. В них автор показал легендарных подвижников, являющихся примерами самоотверженности, высокой честности и верности своим обетам, как обращение к современности. В рассказах, которые выходили из-под пера писателя, Лесков использовал богатейшую кладовую народной мудрости - прибаутки, пословицы, короткие сказки и переносил читателя в ту среду, которую изображал... Книга рассчитана на любителей русской литературы. Характеристики Дополнительные сведения: Под ред. А.А. Капустюк Место издания: Москва Серия: Классики и современники Высота, см.: 21 Ширина, см: 14 Толщина, см: 2 Вес в граммах: 470"
https://www.biblio-globus.ru/product/10912976,https://static1.bgshop.ru/imagehandler.ashx?filename=10912976.jpg&width=550,Камю А.,Посторонний,"«Посторонний» — дебютная работа молодого писателя, своеобразный творческий манифест. Понятие абсолютной свободы — основной постулат этого манифеста. Героя этой повести судят за убийство, которое он совершил по самой глупой из всех возможных причин. И это правда, которую герой не боится бросить в лицо своим судьям, пойти наперекор всему, забыть обо всех условностях и умереть во имя своих убеждений. «Посторонний» — дебютная работа молодого писателя, своеобразный творческий манифест. Понятие абсолютной свободы — основной постулат этого манифеста. Героя этой повести судят за убийство, которое он совершил по самой глупой из всех возможных причин. И это правда, которую герой не боится бросить в лицо своим судьям, пойти наперекор всему, забыть обо всех условностях и умереть во имя своих убеждений. Характеристики Место издания: Москва Серия: Эксклюзивная классика (Лучшее) Высота, см.: 18,7 Ширина, см: 12,2 Толщина, см: 1,2 Вес в граммах: 180 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/10918452,https://static1.bgshop.ru/imagehandler.ashx?filename=10918452.jpg&width=550,"Ильф И.А., Петров Е.П.",12 стульев,"""Двенадцать стульев"" (1927 г.) — роман, написанный почти век назад, а кажется, что совсем недавно. Его цитируют все, даже те, кто не прочел ни страницы текста и не смотрел ни одной экранизации, а их было уже немало. Остап Бендер, Великий комбинатор, стал персонажем нарицательным, и по всей России ему ставят памятники. История про то, как Бендер вместе со своим ""напарником"" Кисой Воробьяниновым пытаются найти бриллианты мадам Петуховой, спрятанные в одном из 12 стульев мебельного гарнитура, стала поистине ""народной классикой"". Роман переиздавался в России почти 200 раз, он переведен на множество языков, хотя довольно сложно передать тот юмор, которым перенасыщена эта удивительная во всех смыслах книга. Книга, которая до сих пор так до конца и не разгадана: почему Валентин Катаев предложил этот сюжет двум малоизвестным журналистам родом из Одессы, есть ли у героев прототипы, кто скрывается за фигурой Остапа Бендера? Возможно, эти загадки так навсегда и останутся загадками. А ""заседание продолжается, господа присяжные заседатели""! ""Двенадцать стульев"" (1927 г.) — роман, написанный почти век назад, а кажется, что совсем недавно. Его цитируют все, даже те, кто не прочел ни страницы текста и не смотрел ни одной экранизации, а их было уже немало. Остап Бендер, Великий комбинатор, стал персонажем нарицательным, и по всей России ему ставят памятники. История про то, как Бендер вместе со своим ""напарником"" Кисой Воробьяниновым пытаются найти бриллианты мадам Петуховой, спрятанные в одном из 12 стульев мебельного гарнитура, стала поистине ""народной классикой"". Роман переиздавался в России почти 200 раз, он переведен на множество языков, хотя довольно сложно передать тот юмор, которым перенасыщена эта удивительная во всех смыслах книга. Книга, которая до сих пор так до конца и не разгадана: почему Валентин Катаев предложил этот сюжет двум малоизвестным журналистам родом из Одессы, есть ли у героев прототипы, кто скрывается за фигурой Остапа Бендера? Возможно, эти загадки так навсегда и останутся загадками. А ""заседание продолжается, господа присяжные заседатели""! Характеристики Место издания: Москва Серия: Эксклюзивная классика (Лучшее) Высота, см.: 19 Ширина, см: 12 Толщина, см: 2,3 Вес в граммах: 380 Возрастная категория: 12+"
https://www.biblio-globus.ru/product/10918811,https://static1.bgshop.ru/imagehandler.ashx?filename=10918811.jpg&width=550,Льюис М.Г.,Монах,"""Монах"" - история об искушении, преступлении и наказании, шедевр готики и первый роман ужасов в английской литературе. Уважаемый всеми монах Амбросио, настоятель монастыря капуцинов в Мадриде, одержим влечением к молодой девушке Антонии. Послушник монаха, недавно появившийся в монастыре, на самом деле пленительная красавица Матильда, женщина с ужасной тайной, и добродетель Амбросио оказывается под угрозой... ""Монах"" - история об искушении, преступлении и наказании, шедевр готики и первый роман ужасов в английской литературе. Уважаемый всеми монах Амбросио, настоятель монастыря капуцинов в Мадриде, одержим влечением к молодой девушке Антонии. Послушник монаха, недавно появившийся в монастыре, на самом деле пленительная красавица Матильда, женщина с ужасной тайной, и добродетель Амбросио оказывается под угрозой... Характеристики Место издания: Москва Серия: Магистраль. Главный тренд Высота, см.: 20,5 Ширина, см: 13 Толщина, см: 2 Вес в граммах: 348 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/10921307,https://static1.bgshop.ru/imagehandler.ashx?filename=10921307.jpg&width=550,Хейли А.,Вечерние новости,"«Вторая древнейшая профессия» — или «третья сила»? «Акулы пера» — или «телекиллеры»? Как только не называли журналистов! Утро телеканала начинается с планерки, и там спокойно, за кофе и сигаретами, обсуждается, каким номером поставить в эфир репортаж, который изменит ситуацию в целом регионе, а каким – тот, который «всего лишь» погубит репутацию или карьеру известного политика. Ничего личного, — только бизнес. Зрители не имеют понятия ни о внутренних интригах, ни о бешеной борьбе за рейтинги. Как не представляют и того, на что готова пойти команда журналистов, когда «информационным поводом» становится похищение семьи одного из них. Когда несколько минут в эфире, которых требуют похитители, — это цена жизни людей. Когда решения надо принимать молниеносно, и только от них зависит, кто выиграет, а кто проиграет в этой игре без правил… «Вторая древнейшая профессия» — или «третья сила»? «Акулы пера» — или «телекиллеры»? Как только не называли журналистов! Утро телеканала начинается с планерки, и там спокойно, за кофе и сигаретами, обсуждается, каким номером поставить в эфир репортаж, который изменит ситуацию в целом регионе, а каким – тот, который «всего лишь» погубит репутацию или карьеру известного политика. Ничего личного, — только бизнес. Зрители не имеют понятия ни о внутренних интригах, ни о бешеной борьбе за рейтинги. Как не представляют и того, на что готова пойти команда журналистов, когда «информационным поводом» становится похищение семьи одного из них. Когда несколько минут в эфире, которых требуют похитители, — это цена жизни людей. Когда решения надо принимать молниеносно, и только от них зависит, кто выиграет, а кто проиграет в этой игре без правил… Характеристики Место издания: Москва Серия: Эксклюзивная классика Высота, см.: 18,1 Ширина, см: 11,8 Толщина, см: 2,94 Вес в граммах: 348 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/10921574,https://static1.bgshop.ru/imagehandler.ashx?filename=10921574.jpg&width=550,Чехов А.П.,Остров Сахалин,"""Остров Сахалин"", вышедший в 1895 году, был сразу назван талантливой и серьезной книгой; это рассказ очевидца не только о каторжных работах, кандалах, карцерах, побегах и виселице, это, что главнее, взгляд думающего человека на каторгу в целом. В центре внимания Чехова-исследователя, Чехова-художника - проблема личности каторжника, простого, несчастного человека. Также в книгу вошли девять очерков, объединенных общим авторским названием ""Из Сибири"". ""Остров Сахалин"", вышедший в 1895 году, был сразу назван талантливой и серьезной книгой; это рассказ очевидца не только о каторжных работах, кандалах, карцерах, побегах и виселице, это, что главнее, взгляд думающего человека на каторгу в целом. В центре внимания Чехова-исследователя, Чехова-художника - проблема личности каторжника, простого, несчастного человека. Также в книгу вошли девять очерков, объединенных общим авторским названием ""Из Сибири"". Характеристики Место издания: Москва Серия: Эксклюзив: Русская классика Высота, см.: 18,1 Ширина, см: 11,4 Толщина, см: 2,1 Вес в граммах: 260 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/10922706,https://static1.bgshop.ru/imagehandler.ashx?filename=10922706.jpg&width=550,"Гоголь Н.В., Лермонтов М.Ю., Брюсов В.Я., Гумилев Н.С., Андреев Л.Н., Куприн А. И., Грин А.С., Пла",Карты. Нечисть. Безумие. Рассказы русских писателей,"Все страсти людские нашли отражение на страницах этого сборника: тут и честолюбие на грани с одержимостью, и сжигающий все рамки приличия азарт, и хтонический страх перед чем-то древним и неизведанным... А главное - безграничное любопытство в исследовании всех темных уголков человеческой души. Да такое, что сам Сатана спускается на землю и пишет свой дневник. Здесь вы найдете избранные мистические произведения от лучших русских прозаиков - Гоголя, Гумилева, Андреева, Куприна и др. Все страсти людские нашли отражение на страницах этого сборника: тут и честолюбие на грани с одержимостью, и сжигающий все рамки приличия азарт, и хтонический страх перед чем-то древним и неизведанным... А главное - безграничное любопытство в исследовании всех темных уголков человеческой души. Да такое, что сам Сатана спускается на землю и пишет свой дневник. Здесь вы найдете избранные мистические произведения от лучших русских прозаиков - Гоголя, Гумилева, Андреева, Куприна и др. Характеристики Место издания: Москва Серия: Яркие страницы. Коллекционные издания Высота, см.: 20,8 Ширина, см: 13,6 Толщина, см: 3,5 Вес в граммах: 556 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/10927136,https://static1.bgshop.ru/imagehandler.ashx?filename=10927136.jpg&width=550,Ремарк Э.М.,От полудня до полуночи (новые переводы),"Далеко не все почитатели Ремарка знают, что помимо крупной прозы, принесшей ему мировую известность, он мастерски писал и короткие произведения. Именно с них начался путь Ремарка в большой литературе, именно в них уже прослеживаются идеи и блестящий стиль будущего выдающегося писателя. В данном сборнике представлены ранние рассказы о любви и потере, высоких чувствах и невозможности настоящего понимания между людьми. Далеко не все почитатели Ремарка знают, что помимо крупной прозы, принесшей ему мировую известность, он мастерски писал и короткие произведения. Именно с них начался путь Ремарка в большой литературе, именно в них уже прослеживаются идеи и блестящий стиль будущего выдающегося писателя. В данном сборнике представлены ранние рассказы о любви и потере, высоких чувствах и невозможности настоящего понимания между людьми. Характеристики Место издания: Москва Серия: Эксклюзивная классика Высота, см.: 18 Ширина, см: 11,4 Толщина, см: 2,4 Вес в граммах: 197 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/10760680,https://static1.bgshop.ru/imagehandler.ashx?filename=10760680.jpg&width=550,Александр Сергеевич Пушкин,Евгений Онегин; [Борис Годунов; Маленькие трагедии],"""Евгений Онегин"" (1823-1831) – одно из самых значительных произведений русской литературы. Пронзительная любовная история, драматические повороты сюжета, тонкий психологизм персонажей, детальное описание быта и нравов той эпохи (не случайно Белинский назвал роман ""энциклопедией русской жизни"") – в этом произведении, как в зеркале, отразилась вся русская жизнь. ""Евгений Онегин"" никогда не утратит своей актуальности, и даже спустя два века мы поражаемся точности и верности ""ума холодных наблюдений и сердца горестных замет"" великого русского поэта. В сборник включены также драма ""Борис Годунов"" и цикл коротких пьес ""Маленькие трагедии"". ""Евгений Онегин"" (1823-1831) – одно из самых значительных произведений русской литературы. Пронзительная любовная история, драматические повороты сюжета, тонкий психологизм персонажей, детальное описание быта и нравов той эпохи (не случайно Белинский назвал роман ""энциклопедией русской жизни"") – в этом произведении, как в зеркале, отразилась вся русская жизнь. ""Евгений Онегин"" никогда не утратит своей актуальности, и даже спустя два века мы поражаемся точности и верности ""ума холодных наблюдений и сердца горестных замет"" великого русского поэта. В сборник включены также драма ""Борис Годунов"" и цикл коротких пьес ""Маленькие трагедии"". Характеристики Место издания: Москва Серия: (Эксклюзивная классика). Высота, см.: 19 Ширина, см: 12,3 Толщина, см: 2,7 Вес в граммах: 298 Возрастная категория: 12+"
https://www.biblio-globus.ru/product/10781526,https://static1.bgshop.ru/imagehandler.ashx?filename=10781526.jpg&width=550,Владимир Владимирович Набоков,Камера обскура : роман,"«Камера обскура» (1933) — пятый роман Владимира Набокова, написанный в Берлине и опубликованный под псевдонимом В. Сирин. Слепая страсть богатого искусствоведа Бруно Кречмара к шестнадцатилетней натурщице Магде, мечтающей о роскошной жизни и кинематографической карьере, приводит героя к потере семьи, нравственной катастрофе и физической слепоте. Обманутый и беспомощный Кречмар становится игрушкой жестокого любовника Магды карикатуриста Роберта Горна. Поразившая читателей и критиков живописная точность деталей, психологическая выверенность характеров, новизна повествовательных приемов и та беспощадность настоящего художника, с какой Набоков трактует свою тему, предвосхитили другой его знаменитый роман о гибельной страсти — «Лолиту». «Камера обскура» (1933) — пятый роман Владимира Набокова, написанный в Берлине и опубликованный под псевдонимом В. Сирин. Слепая страсть богатого искусствоведа Бруно Кречмара к шестнадцатилетней натурщице Магде, мечтающей о роскошной жизни и кинематографической карьере, приводит героя к потере семьи, нравственной катастрофе и физической слепоте. Обманутый и беспомощный Кречмар становится игрушкой жестокого любовника Магды карикатуриста Роберта Горна. Поразившая читателей и критиков живописная точность деталей, психологическая выверенность характеров, новизна повествовательных приемов и та беспощадность настоящего художника, с какой Набоков трактует свою тему, предвосхитили другой его знаменитый роман о гибельной страсти — «Лолиту». Характеристики Место издания: Москва Серия: (Весь Набоков). Высота, см.: 21 Ширина, см: 13,3 Толщина, см: 2,2 Вес в граммах: 279 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/10782086,https://static1.bgshop.ru/imagehandler.ashx?filename=10782086.jpg&width=550,Юкио Мисима,Жизнь на продажу,"Юкио Мисима — самый знаменитый и читаемый в мире японский писатель. Прославился он в равной степени как своими произведениями во всех мыслимых жанрах (романы, пьесы, рассказы, эссе), так и экстравагантным стилем жизни и смерти (харакири после неудачной попытки монархического переворота). В романе «Жизнь на продажу» молодой служащий рекламной фирмы Ханио Ямада после неудачной попытки самоубийства помещает в газете объявление: «Продам жизнь. Можете использовать меня по своему усмотрению. Конфиденциальность гарантирована». И кто только к нему не обращается! Среди его клиентов ревнивый муж, наследница-нимфоманка, разведслужба посольства, неспособная самостоятельно решить загадку отравленной моркови, и даже натуральный вампир. И вот вместо того, чтобы тихо-мирно свести счеты с жизнью, Ханио Ямада оказывается в центре заговора глобального масштаба… «Блестящий пример бескрайнего воображения Мисимы на пике формы. Парадоксальные идеи о природе бытия изложены с фирменной иронической усмешкой» (The Japan Times). Впервые на русском! Юкио Мисима — самый знаменитый и читаемый в мире японский писатель. Прославился он в равной степени как своими произведениями во всех мыслимых жанрах (романы, пьесы, рассказы, эссе), так и экстравагантным стилем жизни и смерти (харакири после неудачной попытки монархического переворота). В романе «Жизнь на продажу» молодой служащий рекламной фирмы Ханио Ямада после неудачной попытки самоубийства помещает в газете объявление: «Продам жизнь. Можете использовать меня по своему усмотрению. Конфиденциальность гарантирована». И кто только к нему не обращается! Среди его клиентов ревнивый муж, наследница-нимфоманка, разведслужба посольства, неспособная самостоятельно решить загадку отравленной моркови, и даже натуральный вампир. И вот вместо того, чтобы тихо-мирно свести счеты с жизнью, Ханио Ямада оказывается в центре заговора глобального масштаба… «Блестящий пример бескрайнего воображения Мисимы на пике формы. Парадоксальные идеи о природе бытия изложены с фирменной иронической усмешкой» (The Japan Times). Впервые на русском! Характеристики Дополнительные сведения: пер. с яп. С. Логачева Место издания: Москва Серия: Большой роман Высота, см.: 21 Ширина, см: 11 Толщина, см: 1,6 Вес в граммах: 278 Возрастная категория: 16+"
https://www.biblio-globus.ru/product/10783642,https://static1.bgshop.ru/imagehandler.ashx?filename=10783642.jpg&width=550,Альбер Камю,Посторонний,"«Посторонний» — дебютная работа молодого писателя, своеобразный творческий манифест. Понятие абсолютной свободы — основной постулат этого манифеста. Героя этой повести судят за убийство, которое он совершил по самой глупой из всех возможных причин. И это правда, которую герой не боится бросить в лицо своим судьям, пойти наперекор всему, забыть обо всех условностях и умереть во имя своих убеждений. «Посторонний» — дебютная работа молодого писателя, своеобразный творческий манифест. Понятие абсолютной свободы — основной постулат этого манифеста. Героя этой повести судят за убийство, которое он совершил по самой глупой из всех возможных причин. И это правда, которую герой не боится бросить в лицо своим судьям, пойти наперекор всему, забыть обо всех условностях и умереть во имя своих убеждений. Характеристики Дополнительные сведения: пер. с фр. Н. Галь Место издания: Москва Серия: Эксклюзивная классика Высота, см.: 18 Ширина, см: 11,6 Толщина, см: 1,1 Вес в граммах: 119 Возрастная категория: 16+"
